,Subject,isspam
14872,Ä«µå´ë³³/¿¬Ã¼¿ÏÀüÇØ°á!! ´©±¸³ª ½Å¿ëÁ¶È¸¾øÀÌ 100%¹«¼­·ù 5ºÐ´ëÃâ!!,spam 
14873,Hello.,spam 
14874,Re: Pretty girl wants to meet a real man,spam 
14875,ERV Notification:  (Enron Americas Position Report - 11/08/2001),ham 
14876,"[ÁÁÀº±Û .. 1271420616] ¾Æ¸§´Ù¿ò¿¡ ´ëÇÑ Æ´ÞÀ½..""",spam 
14877,hey brO-are you in pain,spam 
14878,NGZ01,ham 
14879,RE: Electric Power Conference 2002,ham 
14880,Prebon Energy has sent you a message,ham 
14881,"FW: Monday, November 12 Conf. Call",ham 
14882,=?ISO-2022-JP?B?GyRCIi4bKEJTVE9QIFRIRSAbJEIlKCVzJTMhXSIuGyhC?=,spam 
14883,Merger Communication Materials,ham 
14884,=?Windows-1251?B?wvsg7O7m5fLlIO/u5O3/8vwg8/Du4uXt/CDv8O7k4OY=?=,spam 
14885,Conflict of Interest Policy Mailing to Vendors ,ham 
14886,¿ù 1%´ë °¡Àå ¾ÈÀüÇÑ ÃÊ°£Æí ´çÀÏ ´ëÃâ ¼­ºñ½º~!! wmg  ualcdtdgb jjum,spam 
14887,California/National Power Issues,ham 
14888,EGS Weekly Staff Meeting - Mondays @ 9:30 a.m.,ham 
14889,The Insider from Travelocity.com,spam 
14890,Final Communication Materials ,ham 
14891,FW: Project Spinach,ham 
14892,Enron Announces Plans to Merge with Dynegy,ham 
14893,city wives soulmate,spam 
14894,Re: Client Manager position salary: start at $4000/month,spam 
14895,,spam 
14896,POSTPONED - Risk Officers Roundtable Details,ham 
14897,Re: Pretty girl wants to meet a real man,spam 
14898,re:[5]Ìàññàæíûå àïïàðàòû       ,spam 
14899,IMPORTANT VIDEO ANNOUNCEMENT,ham 
14900,El Paso Maintenance on Lines 1300 and 1301 on San Juan Crossover,ham 
14901,Re: Pretty girl wants to meet a real man,spam 
14902,re:[5]Ìàññàæíûå àïïàðàòû       ,spam 
14903,¯àÅý§AÅÊ±¡¥[¤À³á,spam 
14904,"=?utf-8?q?Our Company resolve ?=
 =?utf-8?q?to propose you abso?=
 =?utf-8?q?lutely unexampled m?=
 =?utf-8?q?odel of Glashute Or?=
 =?utf-8?q?iginal watch. Uniqu?=
 =?utf-8?q?e discount for you.?=
 =?utf-8?q??=",spam 
14905,Citation.xls,ham 
14906,RE: WT-1 Spreadsheet,ham 
14907,Conflict of Interest Policy Mailing to Vendors ,ham 
14908,Williams Marketing & Trading,ham 
14909,=?GB2312?B?y824+MTjtcTDtbnlx+nIyw==?=,spam 
14910,"´ëÃâ½ÅÃ»Áï½Ã ´ëÃâÇÑµµ,±Ý¸® È®ÀÎ°¡´É!",spam 
14911,RE: ,ham 
14912,11.13.01 Flu shot schedule,ham 
14913,Daily balances,ham 
14914,Win five thousand in the next hour drawing in minutes DANA.DAVIS@ENRON.COM,spam 
14915,Request Closed: Access Request for dana.davis@enron.com,ham 
14916,Superior Natural Gas - confirmation,ham 
14917,Prebon Energy has sent you a message,ham 
14918,Fwd: Re: lotus totus,ham 
14919,Progress Energy,ham 
14920,(LOTTERY WINNING NOTIFICATION),spam 
14921,Deadline Extension,ham 
14922,"=?utf-8?q?Our Company desire t?=
 =?utf-8?q?o supply you utterl?=
 =?utf-8?q?y fresh model of Gl?=
 =?utf-8?q?ashute Original wri?=
 =?utf-8?q?st-watches. Fantabu?=
 =?utf-8?q?lous offer for bait?=
 =?utf-8?q?KHOLST@ENRON.COM.?=",spam 
14923,Dell & Enron Order Confirmation,ham 
14924,HYDA  -3,ham 
14925,,spam 
14926,IMPORTANT VIDEO ANNOUNCEMENT,ham 
14927,IMPORTANT VIDEO ANNOUNCEMENT,ham 
14928,Classy Slim Blond Virgin Banging On Sofa Close Up argentina,spam 
14929,city wives soulmate,spam 
14930,Pulpex Weekly no. 202,ham 
14931,¹«Á÷ÀÚ/ÁÖºÎ ´©±¸³ª ¹«Á¶°Ç ½ÅÃ»Áï½Ã 100% ´çÀÏ´ëÃâ!!,spam 
14932,IMPORTANT VIDEO ANNOUNCEMENT,ham 
14933,=?ISO-2022-JP?B?GyRCIi4bKEJTVE9QIFRIRSAbJEIlKCVzJTMhXSIuGyhC?=,spam 
14934,ENE Friday Peer Report,ham 
14935,"(ºòÀÌº¥Æ®)""Áý(¾È)¿¡¼­ ÈÞ´ëÆùÃ³·³! ÅëÈ­·áÀý°¨!!  mg ",spam 
14936,Re: Pretty girl wants to meet a real man,spam 
14937,Enron Announces Plans to Merge with Dynegy,ham 
14938,The 10/301/01-10/31/01 NERC Interchange Subcommittee Meeting Repo,ham 
14939,"Hey man -  the cheappesst V.|.C.O,D_I^N",spam 
14940,Move to Enron Center south,ham 
14941,Edison Advice Letter Summary,ham 
14942,FW: RE: Video Cards,ham 
14943,RE: PG&E ROFR,ham 
14944,REVISED VOLUME CHANGES,ham 
14945,(LOTTERY WINNING NOTIFICATION),spam 
14946,NDA with CommodityLogic,ham 
14947,Enron Announces Plans to Merge with Dynegy,ham 
14948,ngz01 trade,ham 
14949,(LOTTERY WINNING NOTIFICATION),spam 
14950,FW: VaR violation,ham 
14951,=?GB2312?B?gUaDWYNvg4qCqIvggsWCtYLlgUmBSQ==?=,spam 
14952,"Hey man -  the cheappesst V.|.C.O,D_I^N",spam 
14953,fwÎò ìàìû Àâòîìîáèëüíûé èîíèçàòîð      ,spam 
14954,IMPORTANT VIDEO ANNOUNCEMENT,ham 
14955,±z¬Û«H¥úºÐ¤]¥i¥H±Ð±z¤é»y¶Ü¡H,spam 
14956,FW: EPSA MBR Paper,ham 
14957,Conflict of Interest Policy Mailing to Vendors ,ham 
14958,SW Pipeline Corp.,ham 
14959,RE: What's happening?  Are you still there?,ham 
14960,"Forbes Daily: Enron Says, 'Oops'",ham 
14961,Dim Sum and Then Some. Next Friday... ,ham 
14962,"Hey man -  the cheappesst V.|.C.O,D_I^N",spam 
14963,You are nominated for the MBA,spam 
14964,EBS GA Weekly Conference Call,ham 
14965,RE: Uy ve,ham 
14966,Une cartouche gratuite vous est offerte par INKClub !,spam 
14967,RE: Draft Comments- West-wide Mitigation- Winter,ham 
14968,¤H©dªº¤j¥¤Àj³½¬O¥Î¨Ó¥Y¥Yªºpig pen,spam 
14969,RE: ,ham 
14970,FW: ENE Yahoo message 40414,ham 
14971,PIRA's Current News & Analysis,ham 
14972,fwÎò ìàìû Àâòîìîáèëüíûé èîíèçàòîð      ,spam 
14973,FW: Move to Enron Center south,ham 
14974,IMPORTANT VIDEO ANNOUNCEMENT,ham 
14975,Broker Report,ham 
14976,Unclaimed iPod mini dana.davis@ENRON.COM Make it yours,spam 
14977,LOI - Robert Chisholm,ham 
14978,(LOTTERY WINNING NOTIFICATION),spam 
14979,IMPORTANT VIDEO ANNOUNCEMENT,ham 
14980,PG&E Advice Letter Summary,ham 
14981,lonely ?!?;/,spam 
14982,Enron Announces Plans to Merge with Dynegy,ham 
14983,=?gb2312?B?xvPStbfR08PKocqhyqGjrM34wue157uww+7D7sPuo6GjoaOh?=,spam 
14984,El Paso Maintenance on Lines 1300 and 1301 on San Juan Crossover,ham 
14985,Annie,ham 
14986,,spam 
14987,Prebon Energy has sent you a message,ham 
14988,(LOTTERY WINNING NOTIFICATION),spam 
14989,È­ÈÑÀå½Ä ÀÚ°ÝÁõ ¿ÃÇØ±¹°¡°øÀÎÀÚ°ÝÁõ½Ç½Ã!!! ugtcpmtckhndia,spam 
14990,Thank You!,ham 
14991,Enron Announces Plans to Merge with Dynegy,ham 
14992,California Capacity Report for Week of 11/5-11/9,ham 
14993,"EnronOnline Executive Summary for November 08, 2001",ham 
14994,"Bang Virginz Barely legal, never been fucked ",spam 
14995,IMPORTANT VIDEO ANNOUNCEMENT,ham 
14996,Conflict of Interest Policy Mailing to Vendors ,ham 
14997,Prebon Energy has sent you a message,ham 
14998,"Hey man -  the cheappesst V.|.C.O,D_I^N",spam 
14999,=?ISO-2022-JP?B?GyRCJSslYSVpO0UzXSQxJEEkYyRDJD8hJiEmISYheRsoQg==?=,spam 
15000,Comehere for cheapmeds,spam 
15001,Industry News,spam 
15002,Analyst de|ivers best market play rep0rt,spam 
15003,Did yOu see her chrOnic Pa1n,spam 
15004,½Å¼Ó)È®½ÇÇÑ ´ëÃâ!@,spam 
15005,"OASIS Posting -  Correction to Third Notification: Extension of
              Notification by Customers for Real Power Loss Providers",ham 
15006,ggwjg@yahoo.com.tw,spam 
15007,,spam 
15008,RE: Functional Reclass,ham 
15009,Featured prOfile running at the right time,spam 
15010,The most newest Sexiest Young Porn chicks ,spam 
15011,¿©¼º Àüµ¿Á¦¸ð±â¸¦ °øÀåµµ °¡°ÝÀ¸·Î µå¸³´Ï´Ù. -ÇÑÁ¤¼ö·®- vklp,spam 
15012,Giga Phharmacy you can trust,spam 
15013,We Are the Best frank.ermis,spam 
15014,We Are the Best frank.ermis,spam 
15015,À§¿¡ ¾ÈÀÔ¾ú³× ~ ÀÌ·¸°Ô ¸¹¾Æ¿©~~  a avxzcojedyh dbrr,spam 
15016,1 times a month is not enough,spam 
15017,Write me back please,spam 
15018,Overnite shipping prescripiton medications,spam 
15019,CAISO Notice - PwC Operational Study,ham 
15020,RE: Hola,ham 
15021,"modern \/AL11UM, AMB11EN, XANAAX, TUSSI0NEEX, C1AL1IS, \/11AGRRA, AD1PEX FROM $65 scissors ye",spam 
15022,Link to Game Lines,ham 
15023,RE: Enron DOAH Pompano Orders of 8/23/01,ham 
15024,you need the capsule that will increase your performance.,spam 
15025,8/28/01 MPR ,ham 
15026,(Á¤º¸)¾Æ¸§´Ù¿î »ýÅÂÀÇ½Åºñ¸¦ »ý»ýÇÑ ÇöÀå¿¡¼­ Ã¼ÇèÇÏ¼¼¿ä~ bozgs,spam 
15027,¢¼¡Þ¢¾¢¿  <Àý´ë³²´ÂÀå»ç> Çö±Ý ¹«·áÃæÀü¹Þ°í Çö±ÝÀ¸·Î ½ÂºÎÇÑ´Ù!! pf  lrpb,spam 
15028,Cominco deal,ham 
15029,Luxury InvestOrs News,spam 
15030,Become a sexual monster for 36 hours with Cia1is SOft Tabs! thomson prado,spam 
15031,Enron Mentions - 08/25/01 - 08/27/01 ,ham 
15032,The youngest freaky Young Porn beautys :-),spam 
15033,your request for October 09 and 10 (two nights),ham 
15034,RE: California Campaign Closeout,ham 
15035,"¹«·á·»Å» »ç¾÷º»ºÎ (Á¤¼ö±â,ºñµ¥,¿¬¼ö±â) ¾Æ¹«Á¶°Ç¾øÀÌ 15ÀÏµ¿¾È ¹«·á·Î Ã¼Çè!",spam 
15036,"CAISO Notice - Market Certifications for November, 2000 through M
	ay, 2001",ham 
15037,Trade we spoke about this morning.,ham 
15038,you need the capsule that will increase your performance.,spam 
15039,RE: Testing PSW and Path Confirmation done on 8/23,ham 
15040,We Are the Best frank.ermis,spam 
15041,Order w/Confidence -  tons of meds to choose from,spam 
15042,MUI access terminated,ham 
15043,Want prescripiton pills?,spam 
15044,Featured prOfile running at the right time,spam 
15045,Brand name and generic medication,spam 
15046,2005Äê×îÐÂ×îÈ«Æó_Òµ_Ãû_Â¼,spam 
15047,=?Windows-1251?B?TkVXIEUtc2hvcCB3aXRoIEUtZ29sZCBwYXltZW50cyEhIQ==?=,spam 
15048,For clients elias,spam 
15049,Best online tablets here,spam 
15050,=?utf-8?B?UmU6IFthdXR1bW5zXSA3NyUtb2ZmIFZpY29kaW4uICBkZW1vbnN0cmF0ZSBkaXNhcHBlYXJz?=,spam 
15051,CAISO Notification -TSWG Conference Call,ham 
15052,Savvy p|ayers wOuld be wise tO l0ad up early,spam 
15053,"OASIS Posting -  Fourth Notification: Extension of Notification
              by Customers for Real Power Loss Providers",ham 
15054,There once was a man from Nantucket....,spam 
15055,RE: eNYMEX,ham 
15056,Learn chinese in 5 minutes,ham 
15057,,spam 
15058,"escape PC GAMES, P1NNACCLE SYSTEM, MACR00MEDIA, C0REL, SYMANTEEC, ALL 0RIGINAL handsome justice",spam 
15059,Chairman-to-be Wood's assistant,ham 
15060,1 times a month is not enough,spam 
15061,eiasest Pahramcy ,spam 
15062,[EDIS]  FLOOD WARNING FOR KENAI RIVER [Urgent: Statewide],ham 
15063,Owning a g0Od st0ck is a gratifying experience,spam 
15064,Why is her husband in Pa1n,spam 
15065,No Doctor's visit.,spam 
15066,Check your CitiFinancial account data,spam 
15067,Featured prOfile running at the right time,spam 
15068,Featured prOfile running at the right time,spam 
15069,"describe AD1PEX, XANAAX, TUSSI0NEEX, C1AL1IS, \/AL11UM, AMB11EN, \/11AGRRA FROM $65 tired ate achieve",spam 
15070,,spam 
15071,Çàðïëàòà è çàðïëàòíûå íàëîãè,spam 
15072,M1crosoft System Alert - January 24th,spam 
15073,Owning a g0Od st0ck is a gratifying experience,spam 
15074,Premium online pills here,spam 
15075,FW:  street luge,ham 
15076,Mini production plants to resolve giant problem,spam 
15077,Huntsville Observer - article pertaining modern life,spam 
15078,Çàðïëàòà è çàðïëàòíûå íàëîãè,spam 
15079,GTV-2 status files,ham 
15080,you need the capsule that will increase your performance.,spam 
15081,Huntsville Observer - article pertaining modern life,spam 
15082,"FAX NUMBERS FOR INTERSTATE GAS SERVICES, INC.",ham 
15083,Want your pills? We have them,spam 
15084,"CAISO Notification - SI Servers  UNAVAILABLE, Today, August 29th,
	 2001 (14:18 to 14:50pst) ",ham 
15085,ÀºÇà´ëÃâ ±î´Ù·Î¿ì¼¼¿ä Çö±Ý¼­ºñ½ºº¸´Ù ½Ñ ÀÌÀÚ Ä«µå´ëÃâ/Á÷Àå´ëÃâ s  ogwar seauz,spam 
15086,=?iso-2022-jp?B?GyRCRXVCZjg1MEUkNxsoQg==?=,spam 
15087,Re[6]: talk thread about his tablets,spam 
15088,"wait M1CR0SOFT, NER0, AD0BBE, AL11AS, APPLE, ALL 0RIGINAL discussion secret team",spam 
15089,ÀÎÅÍ³Ý°¡ÀÔ½Ã 6°³¿ù¹«·á+MP3.DVIX.GPS.PS2¹Ý°ª.ÀÎ¶óÀÎ½ºÄÉÀÌÆ®°¡ °øÂ¥!!!,spam 
15090,Analyst de|ivers best market play rep0rt,spam 
15091,Huntsville Observer - article pertaining modern life,spam 
15092,Re[4]: talk thread about our meds,spam 
15093,=?iso-8859-1?B?UG9wdWxhciBzb2Z0IC0gNzUlIE9GRg==?=,spam 
15094,1 times a month is not enough,spam 
15095,=?utf-8?B?UG9wdWxhciBzb2Z0d2FyZSBhdCBsb3cgbG93IHByaWNlcy4gIENvaG4gdGVtcG9yYXJpZXM=?=,spam 
15096,"=?iso-2022-jp?Q?=1B$B""(L$>5Bz$H>5Bz9-9p""#=1B(B?=
 =?iso-2022-jp?Q?8=1B$B@iK|1=5F<}F~J}K!Ds6!%a=1B(B?=
 =?iso-2022-jp?Q?=1B$B%k%^%,""##22/1=5F#32/1=5F=1B(B?=
 =?iso-2022-jp?Q?=1B$B#52/#9@iK|1=5F<}F~<TB3=3DP=1B(B?=",spam 
15097,Investment Newsletter 12UJ: This weeks hottest tips,spam 
15098,FW: Aug. 29 -- BNA's Corporate Counsel Weekly,ham 
15099,Re:Fall Season and Schedule,ham 
15100,=?utf-8?B?TmVlZCBsb3cgcHJpY2VkIHNvZnR3YXJlPyAgcmVwbGF5ZWQgaW50ZXJhY3Rz?=,spam 
15101,performance review follow up,ham 
15102,My In-Laws,ham 
15103,,ham 
15104,¢Ñ ¼³¹®Á¶»ç¿¡ Âü¿©ÇÏ½Ã¸é »çÀºÇ°À» µå¸³´Ï´Ù~!  hikhqlyiukz,spam 
15105,Re[6]: talk thread about his tablets,spam 
15106,"EnronOnline Executive Summary for August 28, 2001",ham 
15107,the key to be the best in bed.,spam 
15108,"=?iso-2022-jp?Q?=1B$B""(L$>5Bz$H>5Bz9-9p""#=1B(B?=
 =?iso-2022-jp?Q?8=1B$B@iK|1=5F<}F~J}K!Ds6!%a=1B(B?=
 =?iso-2022-jp?Q?=1B$B%k%^%,""##22/1=5F#32/1=5F=1B(B?=
 =?iso-2022-jp?Q?=1B$B#52/#9@iK|1=5F<}F~<TB3=3DP=1B(B?=",spam 
15109,Message subject,spam 
15110,=?ISO-2022-JP?B?GyRCGyRCPzc1IUc9IXolXCUkJTklQSVjJUMlSCF6NSFHPURJMkMbKEI=?= !!,spam 
15111,RE: eNYMEX,ham 
15112,Watch this St0ckTrade ,spam 
15113,From The Desk Of Bob Virgo,ham 
15114,FW: It's swirly waters out there in dateland.,ham 
15115,FW: NMED Compliance Order,ham 
15116,Huntsville Observer - article pertaining modern life,spam 
15117,RE: CA BIZMIX Issues/Confidential,ham 
15118,¡ÚÇÑ¼Ö±ÝÀ¶¡Ú½Å¿ëºÒ·®ÀÚµµ ÀºÇàÀÌÀÚÀ²·Î ´ëÃâ/´ë³³ÀÌ °¡´ÉÇÕ´Ï´Ù.capacious flake speech insist spyglass multiple brainchildren guy affinity badminton audience trigonometry flail roar westward counteract axon benjamin cortex paramilitary revolution cork bash arcsin fructify   ,spam 
15119,Huntsville Observer - article pertaining modern life,spam 
15120,Rock hard women,spam 
15121,Owning a g0Od st0ck is a gratifying experience,spam 
15122,find sub chics online,spam 
15123,=?GB2312?B?MjAwNdbQufq5+rzKyOLA4Lmk0rXVucDAu+HXo8T60MK0ur/swNajoQ==?=,spam 
15124,FW: FERC conference on El Paso capacity allocation (RP00-336),ham 
15125,Mid-Year Purge - PEP System,ham 
15126,,spam 
15127,Sports Illustrated : Do you need a friend,spam 
15128,¿ÃÇØºÎÅÍ ±¹°¡ÀÚ°ÝÁõ½ÃÇà È­ÈÑÀå½Ä µðÀÚÀÎÀÚ°ÝÁõ!@ rf,spam 
15129,¿©¼ºÀü¿ë Áøµ¿ ´Ù¾çµµ Á¦¸ð±â ÃÖÀú°¡ÆÇ¸Å@ quvbtysbwolj y,spam 
15130,FW: EU_EMISSION_CEILINGS,ham 
15131,Re[5]: discussion with your health,spam 
15132,FW: CAISO Notice - PwC Operational Study,ham 
15133,Owning a g0Od st0ck is a gratifying experience,spam 
15134,Special gift offer for Palm(tm) handheld owners,spam 
15135,FW: FW: Conoco-Big Cowboy,ham 
15136,Owning a g0Od st0ck is a gratifying experience,spam 
15137,Meeting with Dan Larcamp/ Marketing Affiliate Rulemaking,ham 
15138,International Consulting Projects - Not IBD but ???,ham 
15139,International Consulting Projects - Not IBD but ???,ham 
15140,Want your tablets? We have them,spam 
15141,FW: Court Decision on NOx - EPA Section 126 Rule,ham 
15142,Stock of the Month >>  (OTC: FEKY),spam 
15143,Re[6]: talk thread about his tablets,spam 
15144,Owning a g0Od st0ck is a gratifying experience,spam 
15145,Fuond a betetr suotloin,spam 
15146,"Carnaval Rio 2005 - Copcabana, Ipanema, Leblon",spam 
15147,Çàðïëàòà è çàðïëàòíûå íàëîãè,spam 
15148,RE: MEGS,ham 
15149,"FW: Aug. 29 -- BNA, Inc. Daily Labor Report",ham 
15150,(±¤°í)ÀÚ±Ý ±ÞÇÏ½Ç¶§ ÈûÀÌµÇ¾î µå¸®°Ú½À´Ï´Ù ´©±¸³ª ½ÅÃ»½Ã100%@ z dzj,spam 
15151,,spam 
15152,PA1N MEDICATION...OVERNITE SHIPPING to Your DOOR !!	 daze,spam 
15153,¿©¼º Àüµ¿Á¦¸ð±â¸¦ °øÀåµµ °¡°ÝÀ¸·Î µå¸³´Ï´Ù. -ÇÑÁ¤¼ö·®- byn,spam 
15154,medicines delivered to your door                                    ',spam 
15155,1 times a month is not enough,spam 
15156,¡Ú±¹¹ÎCS¡Ú½Å¿ëºÒ·®ÀÚµµ ÀºÇàÀÌÀÚÀ²·Î ´ëÃâ/´ë³³ÀÌ °¡´ÉÇÕ´Ï´Ù.queasy huggins churchwomen athabascan instant exclamatory appertain apostrophe carburetor perfect domain chicagoan nimble spot essex bribery arccosine labile columbus cyanic languish handicapper fetter malta bamboo buena mitre hexachloride inspire argo grammatic e'er andes heterodyne lithuania roadway   ,spam 
15157,Best online tablets here,spam 
15158,1 times a month is not enough,spam 
15159,Want your tablets? We have them,spam 
15160,Çàðïëàòà è çàðïëàòíûå íàëîãè,spam 
15161,RE: Sun Devil Pipeline Lengths,ham 
15162,Re[4]: talk thread about our meds,spam 
15163,(±¤°í)°£ÆíÇÑ´ëÃâ ¹«´ãº¸.¹«º¸Áõ Á÷Àå´ëÃâ/Ä«µå´ëÃâ ¹æ¹®¾øÀÌ ´©±¸³ª °¡´É@ waqbxeox ks gt,spam 
15164,PA1N MEDICATION...OVERNITE SHIPPING to Your DOOR !!	 daze,spam 
15165,Chaep n sceure,spam 
15166,RE: It's swirly waters out there in dateland.,ham 
15167,Tadalafil Soft Tabs - Great results!,spam 
15168,2002 Plan Dates & Information,ham 
15169,COB: A custom Logo that expr esses your company!       VB6EK5M2Q,spam 
15170,¼ºÀÎ È­»óÃ¤ÆÃ °¡ÀÔºñ Àü¾×¹«·á!! °øÂ¥·Î °¡ÀÔÇØ¼­ ±×³àÀÇ ¼Ó»ìÀ» °¨»ó,spam 
15171,Want your tablets? We have them,spam 
15172,Weekly EEAC Mailings,ham 
15173,Order w/Confidence -  tons of meds to choose from,spam 
15174,Fast delivery prescripiton medicine,spam 
15175,RE: California Campaign Closeout,ham 
15176,,spam 
15177,FLOWEXPO CHINA 2005,spam 
15178,,spam 
15179,"Secure X+A+Nax, +S+oma, :C:ialis",spam 
15180,you need the capsule that will increase your performance.,spam 
15181,Enron Mentions,ham 
15182,FW: PIRA's Monthly Gas Forecasts 08/24/01,ham 
15183,¡Ú°í±ÞÀüµ¿Ä©¼ÖÀ» ÀÏ¹ÝÄ©¼Öº¸´Ù Àú·ÅÇÏ°Ô Àå¸¸ÇÏ¼¼¿ä!¡Ú,spam 
15184,FW: Crisco,ham 
15185,We Are the Best frank.ermis,spam 
15186,We Are the Best frank.ermis,spam 
15187,Premium online pills here,spam 
15188,Unbe|ievable Invest0rs InfO,spam 
15189,FW: It's swirly waters out there in dateland.,ham 
15190,(±¤°í)-¡Ø¡¸2005³âµµ °øÀÎÁß°³»ç¿¡ µµÀüÇÏ¼¼¿ä. ¹«·á ¼öÇèÁ¤º¸ Á¦°ø!!!¡¹@ mj ryodp,spam 
15191,"bipartisan AMB11EN, XANAAX, TUSSI0NEEX, \/AL11UM, AD1PEX, C1AL1IS, \/11AGRRA FROM $65 blunder simony",spam 
15192,,spam 
15193,Nepool and NYPP Outages,ham 
15194,Owning a g0Od st0ck is a gratifying experience,spam 
15195,Learn chinese in 5 minutes,ham 
15196,,spam 
15197,Overnite shipping prescripiton medications,spam 
15198,Re[6]: talk thread about his tablets,spam 
15199,Meeting with PG&E,ham 
15200,Comehere for cheapmeds,spam 
15201,Fast delivery prescripiton medicine,spam 
15202,Re[5]: discussion with your health,spam 
15203,MUI access terminated,ham 
15204,Our alert make investors money,spam 
15205,Expense Reports Awaiting Your Approval,ham 
15206,1 times a month is not enough,spam 
15207,Featured prOfile running at the right time,spam 
15208,Action Requested:  Past Due Invoice,ham 
15209,,spam 
15210,(±¤°í)¢À¶ß´Â ÀÚ°ÝÁõ »çÈ¸º¹Áö»ç ¹«·áÀÚ·á ¹Þ¾Æº¸¼¼¿ä!!!@ me l,spam 
15211,Want prescripiton pills?,spam 
15212,Premium online pills here,spam 
15213,"(ºÎ¾÷Á¤º¸)ÅõÀâ,ºÎ¾÷¿øÇÏ´ÂºÐÀ»À§ÇÑ ÇÊ¼öÁ¤º¸! Á÷ÀåÀÎ,´ëÇÐ»ý,ÁÖºÎ,ÀÚ¿µ¾÷ÀÚµîµî..",spam 
15214,CAISO tells low-cost generators to shut down so that it can buy expensive DWR power,ham 
15215,Martin.Cuilla Proof Housewives Cheat,spam 
15216,ÀÎÅÍ³Ý°¡ÀÔ½Ã 6°³¿ù¹«·á+MP3.DVIX.GPS.PS2¹Ý°ª.ÀÎ¶óÀÎ½ºÄÉÀÌÆ®°¡ °øÂ¥!!!,spam 
15217,Owning a g0Od st0ck is a gratifying experience,spam 
15218,"lukewarmly C1AL1IS, \/11AGRRA, XANAAX, AD1PEX, \/AL11UM, AMB11EN, TUSSI0NEEX FROM $65 viminaria laciniform chalcocite",spam 
15219,Best online tablets here,spam 
15220,need a date ?,spam 
15221,=?ISO-8859-1?B?TG9zZSBzb21lIHdlaWdodD8/Li4gVHJ5IFBoZW50ZXJtaW5lISAgICAgajI=?=,spam 
15222,Inexpensive online pills here,spam 
15223,Oninle orrdeing is the gtreeast,spam 
15224,PSW/PSC testing,ham 
15225,Get Your Free Viagra,spam 
15226,Team Rahal Update,ham 
15227,urgent  proposal,spam 
15228,Re[4]: talk thread about our meds,spam 
15229,,ham 
15230,=?Windows-1251?B?0OXq6+Ds4Dog0c3IzNMgysLA0NLI0NMgwcXHIM/O0dDFxM3Iys7C?=,spam 
15231,(´ÙÀ½°í°´´Ô)EVAS È­ÀåÇ° Ã¢¸³30ÁÖ³â ±â³äEvent pynk,spam 
15232,RE: eNYMEX,ham 
15233,Draft Decisions,ham 
15234,"Research Report for Wednesday, August 29, 2001",ham 
15235,RE: It's swirly waters out there in dateland.,ham 
15236,PreSchedule and Path Confirmation,ham 
15237,,spam 
15238,Owning a g0Od st0ck is a gratifying experience,spam 
15239,1 times a month is not enough,spam 
15240,Inexpensive online pills here,spam 
15241,Regulatory Global Update Call,ham 
15242,=?utf-8?B?bmV4dCBzdGVw?=,spam 
15243,RE: Testing PSW and Path Confirmation done on 8/23,ham 
15244,(°í°´¼¾ÅÍ) ¾î·Á¿ï¶§ ÈûÀÌµÇ´Â Ä£±¸°¡ ÀÖ½À´Ï´Ù i pllqpnsddz ,spam 
15245,FW: EES Canada,ham 
15246,Action Requested:  Past Due Invoice,ham 
15247,Huntsville Observer - article pertaining modern life,spam 
15248,Sports Illustrated : Do you need a friend,spam 
15249,NMX: A custom Logo that expres ses your company!       NKCODU5M,spam 
15250,Calpine - How'd you like to market services for me?,ham 
15251,(±¤°í)¡Ø¶ß´Â ÀÚ°ÝÁõ »çÈ¸º¹Áö»ç ¹«·áÀÚ·á ¹Þ¾Æº¸¼¼¿ä!!!@ exsxnr qxyydf,spam 
15252,Antyihng u need 4 lses,spam 
15253,RE: CEMS_Ownership,ham 
15254,FW: ,ham 
15255,"meaning MACR0MEDIA, M1CR0S0FT, SYMANNTEC, PC GAMES FROM $20 EACH yellow countenance natural",spam 
15256,=?ISO-2022-JP?B?GyRCP006SiEhSVROUSRORDY/TTUkJTUlJCVIJE4kND5SMnAbKEIhIQ==?=,spam 
15257,Featured prOfile running at the right time,spam 
